TalkEnglish Logo
Toggle English Lesson Menu
TalkEnglish Home Button
Lesson Search

Search
ENGLISH LESSONS
Speaking English Lessons
English Listening Lessons
Extra English Lessons
Full Lesson Index
EXTRAS
English Speaking Articles
Download Offline Version
FB	TW	

Top 2000 Vocabulary Words
The list of words below are the most frequently used 2265 words in Spoken English. The words were selected by analyzing more than 250,000 words from hundreds of conversations. The only words to make it into the list were those that were also found in the BNC top 3,000, The COCA 5,000, and the Longman 3,000.

The frequency number is how often the word appears out of 250,000 words. For example if you divide 250,000 by 9243, then we can see that the word "the" appears once in every 27 words. However, this number should only be used as a general guide. The numbers can change depending on the topic, demographic, and many other variables. Although the number cannot be accurate, it can be used to provide insight into the frequency of words in relation to other words.

The Type column refers to what type of word it is. In many cases, a word can be multiple types. The first one listed is more frequently used than the second. For example, the word "can" is used as an auxiliary verb such as, "I can ride a bike." Also, it is a noun such as can of food. In this particular case, "can" is used commonly in both ways, but it is more frequently used as an auxiliary verb. In some cases, the third or fourth type might not be used regularly.

There can be typos or errors.  If you find anything that is incorrect, please email talkenglish@talkenglish.com.  We will do our best to correct everything.

Word	Frequency	Type
Tzar Winnebago ankaux assassinations baroness coronets d'esprit dankte defendu difficilement disclaiming dwelled elan epidermis fairyland geheelen imbécile importants indictment inebriate izquierda jugements ligament luo meseemed nauseating others.' parcelled pelts plows pocas protegee protrude proverbe publiquement reviennent rios sheered shoon siphon tevreden trouverent unlimited vêtement wins Agatha Albano Baltic Based Belknap Bourke CONDITION Coggan Commend Danusia Darmstadt Dated Democrats Eichbaum Fal Falkner Fish Flee Fundamental Gina Goya Gwenda HOOKER Halloo LEO Liturgy Messalina Nachts Nore Nueces Peak Ph Revere Romanticism Roubaud Saloon Sociology Transfiguration Utter VERSES Vines WANTED Ximenes ached aie algebra archbishop beber brutalement cadi cavity celeste chej chipping conditionally

76901 - 77000[edit]
convalescents danseuse disfiguring douteux electronics em emulsion fermant forepart gebrochen goldnen headlong heedful hegemony hol hoofden humides inheritances katso lighters lubber luullut melange mus nieuwen plasters platter presentait primitive runway soj solen surnames unmoving vanquishing «Oui 'Once ALCIBIADES Ara AsDB Beauport Begeisterung Behauptung Blue Danton Dempsey Elphinstone Excited Goodnight Grate Guenever Habe Hatte Haute Hind Horry KNEW Mitleiden Neid Northwest Omer Owner Penobscot Propositions Restatement SEVENTH SNOW Turquie WALKER WONDERFUL Youth's aufrecht auguste bluest burnin' cipher damsel's duplication egad excerpt express'd fac firebrands gehoeren geringer godhead goodwill historiens inflection jetés latine marchande maroon outdid perspicuous plase pontiffs premature rauque remercia

77001 - 78000[edit]
retain schweigen squeeze steht stilla traîner treatise tällöin unchained verisimilitude verscheidene wreathe 'Could 'MY 'While Akhaiens Awhile Bajazet CULVER Conway Copeland D'Arcy Decision Decorations Desolation Embroidery Eulaeus Fitzwilliam GLADYS Ganges Iceland Ledger Macklin Naab Shepley Shook Staff Stemme WA WEDNESDAY Wetlands Wiesen YES allaying apes apologising assist aufgestellt betray'd cos designations diplomas discerned edify equitably floured fÃ»t genetic headnotes immorality inoperative jumped justify kärlek l'avenue lader leaded madame's manuscrits moni moulder muutaman orator's pancake phases produisait prouvé prétendu quatrain raillery rencontre retailing scouts sierra spécialement stalactites stills techniques tenus unconverted voglio ändå 'ands Abide Actium Araminta Att Bedford Belarus Copenhagen

77101 - 77200[edit]
Devoted Docteur Erzählung Fathers GEOFFREY Indulgence J.L. Jimsy Josias Lockhart's Maija Mechanics Modification Olivia's Otoo Pandarus Proofs Purgatorio Qu'en Raynal Ribera Rod Solis Utility Verd Vile Warner aimee amores bestimmter blickt bravement chambermaids cobbled columnar commandeth commences counterparts deceitfully disposait dorpen ductile exacting finely graisse groessere habiter haggard inattendue infractions interposes kuoli localized lumbermen muchacho nested oculist orter osaksi planed pleasantry principall prisoners' readjust reenforced refaire revolutionaries sie's snores soupira switch tolerable unaccountable unsmiling vlucht école BROKEN Bradbury Brunei Buccleuch COUNTRY Connolly Cordula Crass Crowell DUC Etkö Exploring Fenstern Gallatin Griechenland Halstead Haß INTERIOR Longmans Mesa Myrtle's Olavi Ormuz Pesaro

77201 - 77300[edit]
Properties Proposal Reader's Reading Sammie Servians Sinclair Spartacus Streben TWELVE Wieder Windy bald bedridden catalogued cheered confectioner confess'd convenances cooeperation cooker cosey crosses cuirasses curtailment daughters' demonstrations eccentric eddied else's gardaient geometric irreparable jamas jaundiced juntamente maudite newsboys näyttänyt observance ollutkaan omat puissance puoli repeter riepen sniffed suffisant sulk telescopic temperately tenancy tonic vainqueurs vertebral voucher welcomed whut zak zurÃ¼ck Appetite Arab's Arbor Arcady Bright's Buecher Energie Ermine Erminia Exo Ferguson Forman Fyfe Gramercy HEDDA Helaman Herrens Imperialism KINGS LODGE MACBETH Moodie Payne Politicians Pullen Rosebery Rosier Rumor Sacrifices Saracenic Shan't Tampa abomination alluvium behauptete bleich bluebird caridad coarse contumacious

77301 - 77400[edit]
courier d'Ivoire d'environ dahlias encuentro equations faun fauteuil featureless frescos gambler's gezeten glacis gleaning grabs grata guardians hermosura illegal incisions j'aimerais kennst kep l'office legged lopulta lousy magpies maim n'osant overstep penetrated platonic priestcraft prodding pumice puni punish ratifying réclamer sabemos souriante spectateur statesmanship stockade stonework struggling sunbonnet synods thousandfold trato udder v.a. vaderland vornehmlich widely winters withered ¡Oh 'Me Adrien Ansichten Balloon Bezug Binet Buckingham's Buckinghamshire Candles Carlyon Culver DAILY Deaths Denne Dwelling Faye Giordano Grillhofer Hittite Januar Jon Ketten Kinds Machiavel Mixture Montriveau NAVAL Necessarily Newmark O'Shea Penguin Pollnitz Retire Saladin Sophonisba Steal Sutter's Terrified Ute Vows Warburton

77401 - 77500[edit]
Zoology aangenaam amble assertive barbarie betokening caracter convoyed d'histoire derby erittäin español helms hobby integrated kohti kulkee l'horrible l'innocence launch levai lindens morgue musiciens outsides oxides panegyrics pappi payin' pensai refuting sorghum storme threateningly tints turhaan vanishes veteran voivat vorsichtig världen withholds Amerigo BECKET Balcom Boeotian Booker Carrick Carson Croisier Deeper Discord Ehkä Eller FORTUNE Florio Ghetto Grange Gy Henrica Homestead Keating Krishna's Lesotho MAUD Mebby Meredith Miniature Morrison's Nursing OP PROTEUS Persian Sabinus Strassen TOWER Tragödie Victorious Vina acquiescent barriers bidder casket combattu copia crusade depois drapery ecrivait ecrivit emus expériences haalde l'essence naitre orbit partibus portfolios proost resulted

77501 - 77600[edit]
ruminate sirve slices successeur taureau tragen trim unashamed untruth vainglory villain's voluptuary wangen woll Antrim Avis BERLIN Cato Crit Dagen Direktor Drupada Elwood Falstaff GUIDO IPHIGENIA Isle Julie's Ligue Locality MANDERS Meyers Oceania Ormus Presidio Pursue Rand Redmayne SUCCESS Seinen Slimak Two Waters Wednesdays Whopper Wil academy arbitrators attribution beobachtet bustle chant completamente cottager courageous d'Alembert différente endemic essent evangelistic falle fr glimmers gouts griffin grinders heftigen innocency instantaneous jettent largely legge medal memoirs mollusks mustangs necessitating pajamas pawnbroker's presidio ramassa sinkt solecism soulevant splintering splints steckt suh superfine taes teidät trash uniformity verkaufen verliess vrije vêtue wainscoting wielder »Jag

77601 - 77700[edit]
Baroness Bibl Biographia Cardross Carrion Clairmont Confused Cordilleras Drona's Dumping EXACT Groom Hopkinson Investment Jervaise Loth Lotta Mgr Mitteln Monterey Murden Noreen Osmanli Pocock Puy Rally Robertson Roman's SNOW Ser Valdes Verloc WOODS Wade's Withal a'r aperture appelée bezieht brûle colonisation condamnés crudest donc eclogue entiers exhibitors extortionate formules frights genot grupo henceforth hermoso husband.' i'th' incrustation justly kättä liars militaire misplaced moege mule's nada o'Clock occupiers ouders periphery pienet plaiting poetical précipitamment puoleksi slily sordidness staggered succumbing suuresti telled tunique unimagined vierzehn vuelto Abbott Appearances Arezzo Aries Arminian Assez Augustina Benedictines Cam Camille Clemente Davers Direck Ditmar's Ej Frist



77701 - 77800[edit]
GUICHE Gloria Gregoire Hiram Hortense Indifference Lautrec Luigi Migwan Perrin Remembrance Scrooge Uilenspiegel affirmed aspens aufnehmen autopsy battlements bursting cantidad classique cooler craignais cynosure derogation descendirent dichten diphthong dénouement embalming espousing extinguisher faultlessly gerecht humankind j'aimais kallade kasvonsa kynge l'escadre llego légers messo moeilijk momently nueve næsten ohnehin opende pairing pastorals peintures penciled peon quarried raging rudder separer shambled shortcomings stuck suspends thanksgivings thrive unimpassioned vela verzoek volition wallet Akademie Alamo Auftritt Botanic Breed Brennan Buchstaben Charnot Churton Cécile Debts Diomed Entdeckung Erklaerung Ernauton Gauvain Hannes Ihres Irrtum Karnak Lith Lizaveta Maker's Manfredo Meg's Novgorod Ojeda Patten References Riversley Rocca

77801 - 77900[edit]
Sanhedrin Scotty Snowy Strenge Strict TRANSLATION Thier Treiben Wace alios alluma arriv'd baboons banknotes bides blameless breadcrumbs burglar calumnious choosing christlichen commemorates convento corpora d'intérêt decried diede drunkard's dynastie empires fitness focus fox's frivolous gouvernements hypocotyl ignite ilo intervene jacks lard lockers lugging lum marm meandered menaçait paraphrased peculiarity riaient ruhen securities senor souffrir stanza sufficiently tactless tain taro teste unsatisfied variétés vaso vr watchful wendde xvii épreuve Antiquarian Aunque Beaufort Betragen Blair Burnamy's Claret Ferns Israeli Joas Jotham Jourdain Laporte MAID Maréchal Masters Naboth Norton's O'Dowd OUGHT Oven Ozias POSITION Peronne Phillips's Presidente Qatar R.I. Rialto Schwerin Seagrave Sets



77901 - 78000[edit]
Theodoros Vashti Verity Waterman Wilkins airmen alcuni barbarian bodkin bote bye cheated clutches commended condiments conquer'd d'abandonner distasteful doy formulation genast herders improvising intreated jokaisen l'ange l'extremite l'individu loom monomania p'r'aps paragraphs phials piercingly piles potions préoccupation publica pyramid refitting sayeth sparkling special squalling tourists trepidation underclothing unheard unselfishly vaig vanite verschwand waaruit weiteres xviii étoile Ado Archdukes Bubble Buccaneer Candace Channing Communism Deposit Domremy Durazzo Eau Generale HUGO Haelfte Harland Hospitality Huette Kleist Lambert Levasseur MANNERS MD Minnie Mooney Märchen Pericles Pu REMBRANDT Rucker Schafe Tunis Tyrants VIOLA Vandamme WISE ahi almas arriving art's ballroom barbs barreaux bodde bosom's

78001 - 79000[edit]
boucher brigs cautionary chariots châtiment comités comptroller connaissant distich erlebt espagnol gwyne hoogen huguenots händer ignore impracticability inactive indulgently inferno invigorate kwam methode peddlers performers perilous prov'd publico ransacking reared rejoiceth själ staging suele syntyi twelue ungefähr unknowingly worship's yf Broom Chautauqua Clayton Dichtung Dunbar EFFECT EMILY Eden's Fired Flandre Forster's Freycinet Gazetteer Geoff Geoffroy Goudar Heiterkeit Heredity Honoré LIEUTENANT Locker Mallathorpe Muse PEHR Palestinian Pfad Pieter Primula Procter Pudding RELATIONS Rerum Scenery Sellingworth Spinach Tavistock aggressiveness ballons bethinking cabmen charades compositor cravat crescents d'appui demasiado enameled engineered excel feverish flageolet gegenwärtig hereabouts impertinences impoverishment infatuation l'exil l'experience lta magnetized

78101 - 78200[edit]
maladroit manoeuvre medida meen oakum pituitary qkm rocas s'avançait shared slumberous stallions stiegen subtracted unconstitutional ymmärtää Ag BELINDA Banbury Begierde Blois Buck's Colomba Cottage Cradle Elsley Française Gesta HELENA Henrietta Huber I.e. Legionen M'Leay Madison's Mansions Moth Nele Patton Petion Pompeii Romayne Seingalt Shakes Styria Turgenev VERNON Valencia Ville Vilna Zeitungen alcoves artichokes bestia buisson clamp clin congress contrarie crutches dissentient doge dramatist eavesdropping exculpate externa faithfull feller's flüsterte hearsay heirlooms hotmail.com incommunicable indemnities jeddak jewelry keepsake kopjes kukin landsmen lira længe mellowing mesurer meurent mielestään naciones nuque pelos peripatetic rien... secouer sparks tickles trans treasurer trickles turban upping verbonden

78201 - 78300[edit]
video weal weken Bijou Brahms Bryant's Carrousel Cataract Crecy Eleonora Ernst Finished Garret Grabe Havisham Lido POETS Pish Prehistoric Sagt Tents Traditional Tribute Uzbekistan Waterhouse Wesel Wollt abandonnée abord aimes concoct denomination departing desecrate despot dirigeant eerbied enveloppé experts faced fand fermee flint freemen hallow'd hohem irrevocable italischen junges lichten loll lozenges meridian mielensä muni oculis paresseux pesait pitcher préfère questing ram subside suckle surprit tulin ult ums unimportance weiÃ wreath wünschen éclatant Autun BUILDING Basha Bibliothek Binder Blodgett Bos Breeding Bri Crash DRAMA Eifersucht Epicureans Firenze Franchise Gambling Genevra HECTOR Jadin Lacking Mammalia Mast Matrena Milner Panting Peering Profound

78301 - 78400[edit]
Projects Purdie Realme Removing Sperver Swartz Thorn Tremendous Winsome Yuba Zonaras ad adem ajoi anaemic balsams bidden castello communicated coram crumpling directness disproportionately durable eingerichtet festin form's força glowing guaranties guardedly hart interrogatively life.... loafed lookt lumieres mittels nears peaches perdue pogingen portal prendrai produces ragione rebelled recuerdo requisition safeguarding schlägt seraphim shrink snorted socialism specialties sustain trustfulness virtus visade wuenschte yo zuviel ésta 'SAM 'never 'tis Arians BROWNING Bug CLYST Carvajal Centreville Defend Delancy Dryfoos's Edmunds Erfindung Eri Figuren Fremont's Grotius's Inferior Inigo Leblanc Leiche Monroe Moroccan Nepos Newfoundland Niece O.K. PORTIA Perris Reue STEVENSON STRANGWAY Scotia Shep Sprach

78401 - 78500[edit]
Therm Tulee Ursulines Yr Zeilen abstracts aigu altera approximated ash backers barge blamable comforters coroner cross'd diffuses dishonesty délices eyewitness fa' flues focal formelle gefunden geologic glandular grained größer hallaba hevosen idealize impertinently jou korten larv lengths liaisons lágrimas melancholic mondes muets muun noyer ocksa palates pamphlets pluies purling rechnen shold sisään snarled stiffened subsidized suos thicknesses undergo unterwegs vaak vanter ziekte 'Something Allston Aramaic Benson Bernick CHILD Favorite Freiherr Frits Giles Hitze Hoar Improvements Jonathan's Kingdome LV Lamas Longer Mahal Mildred Momus Morven Nachfolger Nonsense Played Plinius Poussin Powys Qualität Rhoda's Rückkehr Rücksicht Suarez Tasso's Turkes WORKS Whittaker assess

78501 - 78600[edit]
backwater bedeutenden beholders consigo crucifixes elephantine eyne flapper foresee gehörte gewöhnlichen grumbling hooking ijzeren incertitude inférieure lontano magst mangoes menne mettrait méchants natürlichen nursling pickpockets releve reopening repass repletion réponse scholarships souffrant tonsure townes v.d. vieressä vîmes wif Agricola Amazing Bardolph Belly Conroy Corsica Devine Eis Eliezer Englishwomen Exploration Feudal Fling Fulton Füße Galerie Gallas Graphic Heel Herminia Joyce Knoll Macready Maxwell Meter Microscope PUDDING Perch Q.E.D. SCENES SONNET Sano Scribes Stag Stanton TRAIN Wycherley aera anemone behouden bevonden bonne carreaux ch'al charnel curbstone cynicism d'humeur ecx eignes esperances estimated executive exonerated expressive exquis freakish gekleed girders goldsmith's golpe hailstones
